arrival_time,burst_time,priority,process_type,best_algorithm,burst_priority_ratio,interaction_1,interaction_2
0,6,6,IO-bound,Priority,0.8571428571428571,36,0
11,1,4,IO-bound,SJF,0.2,4,11
10,13,8,CPU-bound,Priority,1.4444444444444444,104,130
12,7,7,IO-bound,FCFS,0.875,49,84
3,6,4,CPU-bound,FCFS,1.2,24,18
2,19,4,IO-bound,Round Robin,3.8,76,38
11,17,8,CPU-bound,Priority,1.8888888888888888,136,187
17,8,4,CPU-bound,Round Robin,1.6,32,136
4,19,4,IO-bound,Round Robin,3.8,76,76
16,12,5,CPU-bound,FCFS,2.0,60,192
16,17,8,CPU-bound,Priority,1.8888888888888888,136,272
5,7,1,CPU-bound,FCFS,3.5,7,35
1,7,9,CPU-bound,Priority,0.7,63,7
16,20,8,IO-bound,Priority,2.2222222222222223,160,320
13,19,9,IO-bound,Round Robin,1.9,171,247
8,3,6,IO-bound,FCFS,0.42857142857142855,18,24
19,16,2,CPU-bound,SJF,5.333333333333333,32,304
11,7,6,CPU-bound,FCFS,1.0,42,77
4,14,9,IO-bound,Priority,1.4,126,56
3,13,9,IO-bound,Priority,1.3,117,39
16,6,6,IO-bound,Round Robin,0.8571428571428571,36,96
14,19,7,IO-bound,FCFS,2.375,133,266
1,11,8,IO-bound,Priority,1.2222222222222223,88,11
17,5,2,IO-bound,SRTF,1.6666666666666667,10,85
20,18,4,IO-bound,Priority,3.6,72,360
6,1,2,IO-bound,SJF,0.3333333333333333,2,6
16,18,1,CPU-bound,FCFS,9.0,18,288
1,5,8,CPU-bound,Priority,0.5555555555555556,40,5
13,15,1,CPU-bound,FCFS,7.5,15,195
14,15,6,CPU-bound,FCFS,2.142857142857143,90,210
19,7,4,IO-bound,Round Robin,1.4,28,133
3,18,9,CPU-bound,Priority,1.8,162,54
18,18,7,IO-bound,FCFS,2.25,126,324
3,17,10,CPU-bound,Priority,1.5454545454545454,170,51
8,8,9,CPU-bound,Priority,0.8,72,64
20,17,6,CPU-bound,FCFS,2.4285714285714284,102,340
19,15,8,CPU-bound,Priority,1.6666666666666667,120,285
13,3,3,CPU-bound,SJF,0.75,9,39
7,2,3,IO-bound,Round Robin,0.5,6,14
17,3,9,IO-bound,SJF,0.3,27,51
15,1,9,IO-bound,Priority,0.1,9,15
11,5,4,CPU-bound,SRTF,1.0,20,55
3,18,5,CPU-bound,Round Robin,3.0,90,54
13,2,4,IO-bound,Round Robin,0.4,8,26
8,8,2,CPU-bound,FCFS,2.6666666666666665,16,64
17,16,6,CPU-bound,SJF,2.2857142857142856,96,272
3,17,1,IO-bound,Priority,8.5,17,51
1,15,1,IO-bound,FCFS,7.5,15,15
18,20,10,IO-bound,Priority,1.8181818181818181,200,360
8,7,9,CPU-bound,Priority,0.7,63,56
13,17,9,IO-bound,Priority,1.7,153,221
5,5,5,IO-bound,SJF,0.8333333333333334,25,25
19,13,1,CPU-bound,SJF,6.5,13,247
16,4,1,CPU-bound,SRTF,2.0,4,64
10,2,8,CPU-bound,SJF,0.2222222222222222,16,20
18,6,8,CPU-bound,Priority,0.6666666666666666,48,108
8,18,3,CPU-bound,FCFS,4.5,54,144
1,16,1,CPU-bound,FCFS,8.0,16,16
18,4,9,CPU-bound,Priority,0.4,36,72
13,15,10,IO-bound,SJF,1.3636363636363635,150,195
3,1,5,IO-bound,SJF,0.16666666666666666,5,3
4,7,9,CPU-bound,Priority,0.7,63,28
6,17,3,CPU-bound,FCFS,4.25,51,102
12,10,7,CPU-bound,SJF,1.25,70,120
7,10,1,CPU-bound,SJF,5.0,10,70
4,8,8,CPU-bound,Round Robin,0.8888888888888888,64,32
13,4,1,IO-bound,SRTF,2.0,4,52
14,10,8,CPU-bound,Priority,1.1111111111111112,80,140
17,3,5,IO-bound,SRTF,0.5,15,51
0,14,10,IO-bound,Round Robin,1.2727272727272727,140,0
9,14,10,IO-bound,Priority,1.2727272727272727,140,126
3,6,4,CPU-bound,Round Robin,1.2,24,18
11,18,1,IO-bound,Round Robin,9.0,18,198
16,17,9,IO-bound,Priority,1.7,153,272
6,7,2,IO-bound,FCFS,2.3333333333333335,14,42
5,10,7,CPU-bound,FCFS,1.25,70,50
7,13,10,IO-bound,Priority,1.1818181818181819,130,91
10,19,10,IO-bound,Round Robin,1.7272727272727273,190,190
14,18,3,CPU-bound,Round Robin,4.5,54,252
13,8,3,IO-bound,Round Robin,2.0,24,104
12,18,6,IO-bound,Round Robin,2.5714285714285716,108,216
15,9,2,IO-bound,FCFS,3.0,18,135
1,1,5,IO-bound,SJF,0.16666666666666666,5,1
10,8,3,IO-bound,Round Robin,2.0,24,80
6,18,3,CPU-bound,FCFS,4.5,54,108
0,13,7,IO-bound,FCFS,1.625,91,0
14,3,10,IO-bound,Priority,0.2727272727272727,30,42
9,11,4,IO-bound,FCFS,2.2,44,99
20,15,7,CPU-bound,Round Robin,1.875,105,300
8,5,8,CPU-bound,Round Robin,0.5555555555555556,40,40
15,12,4,IO-bound,Round Robin,2.4,48,180
20,12,7,IO-bound,Priority,1.5,84,240
20,1,1,CPU-bound,SRTF,0.5,1,20
5,5,7,IO-bound,SJF,0.625,35,25
17,5,4,CPU-bound,Round Robin,1.0,20,85
3,20,10,CPU-bound,Priority,1.8181818181818181,200,60
15,13,3,IO-bound,FCFS,3.25,39,195
3,10,10,CPU-bound,SJF,0.9090909090909091,100,30
7,15,5,CPU-bound,FCFS,2.5,75,105
11,11,3,CPU-bound,FCFS,2.75,33,121
18,18,3,CPU-bound,SJF,4.5,54,324
2,4,2,CPU-bound,SJF,1.3333333333333333,8,8
9,15,10,CPU-bound,Priority,1.3636363636363635,150,135
9,15,9,CPU-bound,Round Robin,1.5,135,135
18,17,6,CPU-bound,FCFS,2.4285714285714284,102,306
15,13,8,IO-bound,Priority,1.4444444444444444,104,195
19,7,8,IO-bound,Round Robin,0.7777777777777778,56,133
15,5,7,CPU-bound,SRTF,0.625,35,75
13,20,9,CPU-bound,Priority,2.0,180,260
4,10,10,IO-bound,Priority,0.9090909090909091,100,40
6,12,1,IO-bound,Round Robin,6.0,12,72
1,19,8,CPU-bound,SJF,2.111111111111111,152,19
17,13,9,IO-bound,SJF,1.3,117,221
2,4,5,IO-bound,FCFS,0.6666666666666666,20,8
1,20,10,IO-bound,Round Robin,1.8181818181818181,200,20
19,1,4,CPU-bound,SJF,0.2,4,19
0,17,1,IO-bound,Round Robin,8.5,17,0
11,12,4,CPU-bound,FCFS,2.4,48,132
15,16,4,CPU-bound,SJF,3.2,64,240
19,9,7,IO-bound,Round Robin,1.125,63,171
1,10,2,IO-bound,Round Robin,3.3333333333333335,20,10
0,3,9,IO-bound,Priority,0.3,27,0
3,16,1,IO-bound,Round Robin,8.0,16,48
3,17,10,CPU-bound,Priority,1.5454545454545454,170,51
14,3,5,CPU-bound,SJF,0.5,15,42
0,2,1,IO-bound,FCFS,1.0,2,0
17,8,5,CPU-bound,FCFS,1.3333333333333333,40,136
0,20,9,IO-bound,Priority,2.0,180,0
15,15,1,IO-bound,Round Robin,7.5,15,225
18,17,2,IO-bound,Priority,5.666666666666667,34,306
20,10,6,CPU-bound,FCFS,1.4285714285714286,60,200
13,19,7,CPU-bound,Round Robin,2.375,133,247
11,2,8,IO-bound,Priority,0.2222222222222222,16,22
19,8,7,CPU-bound,FCFS,1.0,56,152
10,4,6,CPU-bound,FCFS,0.5714285714285714,24,40
16,6,2,IO-bound,Round Robin,2.0,12,96
17,7,2,IO-bound,Round Robin,2.3333333333333335,14,119
3,7,2,IO-bound,Round Robin,2.3333333333333335,14,21
2,13,4,IO-bound,Round Robin,2.6,52,26
10,17,4,CPU-bound,FCFS,3.4,68,170
11,8,4,CPU-bound,SJF,1.6,32,88
8,6,6,CPU-bound,FCFS,0.8571428571428571,36,48
19,4,1,IO-bound,Round Robin,2.0,4,76
17,3,5,CPU-bound,SRTF,0.5,15,51
9,9,1,CPU-bound,SJF,4.5,9,81
11,4,9,CPU-bound,Priority,0.4,36,44
8,10,5,CPU-bound,FCFS,1.6666666666666667,50,80
19,13,5,CPU-bound,FCFS,2.1666666666666665,65,247
11,10,7,IO-bound,Round Robin,1.25,70,110
2,12,1,IO-bound,Round Robin,6.0,12,24
6,19,5,IO-bound,Round Robin,3.1666666666666665,95,114
9,2,5,CPU-bound,SJF,0.3333333333333333,10,18
8,9,2,IO-bound,Round Robin,3.0,18,72
13,13,8,IO-bound,Priority,1.4444444444444444,104,169
10,16,4,IO-bound,FCFS,3.2,64,160
0,10,5,CPU-bound,FCFS,1.6666666666666667,50,0
12,19,7,CPU-bound,Round Robin,2.375,133,228
19,8,1,IO-bound,Round Robin,4.0,8,152
20,4,7,IO-bound,Round Robin,0.5,28,80
15,5,8,CPU-bound,Round Robin,0.5555555555555556,40,75
8,10,9,CPU-bound,Priority,1.0,90,80
20,18,8,CPU-bound,Round Robin,2.0,144,360
3,13,3,IO-bound,Priority,3.25,39,39
15,2,5,IO-bound,SRTF,0.3333333333333333,10,30
13,17,1,CPU-bound,FCFS,8.5,17,221
9,2,3,CPU-bound,FCFS,0.5,6,18
11,19,7,IO-bound,FCFS,2.375,133,209
16,9,10,IO-bound,Priority,0.8181818181818182,90,144
12,4,10,CPU-bound,Priority,0.36363636363636365,40,48
9,11,3,CPU-bound,FCFS,2.75,33,99
8,3,2,IO-bound,SJF,1.0,6,24
4,20,5,IO-bound,Priority,3.3333333333333335,100,80
4,5,3,CPU-bound,FCFS,1.25,15,20
0,16,5,IO-bound,FCFS,2.6666666666666665,80,0
9,10,6,IO-bound,Round Robin,1.4285714285714286,60,90
19,3,2,IO-bound,Round Robin,1.0,6,57
2,4,5,CPU-bound,FCFS,0.6666666666666666,20,8
6,11,1,CPU-bound,Round Robin,5.5,11,66
18,2,3,IO-bound,SJF,0.5,6,36
6,3,1,IO-bound,SJF,1.5,3,18
4,12,10,CPU-bound,SJF,1.0909090909090908,120,48
16,5,1,IO-bound,SJF,2.5,5,80
4,12,3,IO-bound,Round Robin,3.0,36,48
15,11,5,IO-bound,Round Robin,1.8333333333333333,55,165
6,17,7,IO-bound,Round Robin,2.125,119,102
16,16,10,IO-bound,Priority,1.4545454545454546,160,256
8,14,5,CPU-bound,FCFS,2.3333333333333335,70,112
13,9,1,IO-bound,Round Robin,4.5,9,117
18,9,1,CPU-bound,FCFS,4.5,9,162
14,15,1,IO-bound,Priority,7.5,15,210
13,3,4,CPU-bound,SJF,0.6,12,39
8,4,6,IO-bound,SJF,0.5714285714285714,24,32
14,4,2,IO-bound,SRTF,1.3333333333333333,8,56
7,6,9,IO-bound,Priority,0.6,54,42
17,8,3,IO-bound,Priority,2.0,24,136
15,4,3,IO-bound,SRTF,1.0,12,60
15,12,8,CPU-bound,Priority,1.3333333333333333,96,180
19,10,8,CPU-bound,Round Robin,1.1111111111111112,80,190
16,1,3,IO-bound,SJF,0.25,3,16
10,6,8,CPU-bound,Priority,0.6666666666666666,48,60
9,18,7,IO-bound,Round Robin,2.25,126,162
17,7,5,IO-bound,Round Robin,1.1666666666666667,35,119
11,3,7,IO-bound,SRTF,0.375,21,33
6,20,2,IO-bound,Priority,6.666666666666667,40,120
5,17,1,CPU-bound,Round Robin,8.5,17,85
15,6,2,IO-bound,Priority,2.0,12,90
8,4,4,IO-bound,SJF,0.8,16,32
16,17,3,IO-bound,Round Robin,4.25,51,272
12,12,3,IO-bound,Round Robin,3.0,36,144
18,9,3,IO-bound,Round Robin,2.25,27,162
12,14,1,CPU-bound,FCFS,7.0,14,168
10,9,2,CPU-bound,FCFS,3.0,18,90
1,7,6,IO-bound,Round Robin,1.0,42,7
11,6,8,CPU-bound,Priority,0.6666666666666666,48,66
18,14,5,IO-bound,FCFS,2.3333333333333335,70,252
15,10,9,IO-bound,Priority,1.0,90,150
7,3,6,CPU-bound,SJF,0.42857142857142855,18,21
8,13,6,CPU-bound,FCFS,1.8571428571428572,78,104
13,11,10,CPU-bound,Priority,1.0,110,143
6,4,4,IO-bound,FCFS,0.8,16,24
17,17,9,IO-bound,Priority,1.7,153,289
2,1,3,CPU-bound,SJF,0.25,3,2
0,11,4,CPU-bound,Round Robin,2.2,44,0
1,9,5,IO-bound,FCFS,1.5,45,9
14,14,5,CPU-bound,FCFS,2.3333333333333335,70,196
13,12,3,CPU-bound,FCFS,3.0,36,156
4,18,1,IO-bound,Round Robin,9.0,18,72
16,5,1,IO-bound,SRTF,2.5,5,80
20,18,6,IO-bound,Round Robin,2.5714285714285716,108,360
14,7,4,IO-bound,FCFS,1.4,28,98
6,18,5,IO-bound,Round Robin,3.0,90,108
14,10,2,CPU-bound,Round Robin,3.3333333333333335,20,140
3,10,10,IO-bound,SJF,0.9090909090909091,100,30
17,6,2,IO-bound,Round Robin,2.0,12,102
12,7,4,CPU-bound,FCFS,1.4,28,84
6,14,8,IO-bound,Priority,1.5555555555555556,112,84
12,19,8,IO-bound,Priority,2.111111111111111,152,228
13,13,10,CPU-bound,Round Robin,1.1818181818181819,130,169
8,17,4,CPU-bound,SJF,3.4,68,136
3,12,10,IO-bound,Priority,1.0909090909090908,120,36
18,20,5,IO-bound,FCFS,3.3333333333333335,100,360
7,10,1,CPU-bound,Round Robin,5.0,10,70
17,11,10,CPU-bound,Priority,1.0,110,187
2,17,2,IO-bound,FCFS,5.666666666666667,34,34
15,11,10,IO-bound,Priority,1.0,110,165
8,10,7,CPU-bound,FCFS,1.25,70,80
19,10,4,IO-bound,FCFS,2.0,40,190
13,20,2,CPU-bound,FCFS,6.666666666666667,40,260
12,10,7,IO-bound,FCFS,1.25,70,120
1,9,2,IO-bound,Round Robin,3.0,18,9
9,12,4,CPU-bound,FCFS,2.4,48,108
19,13,8,IO-bound,Priority,1.4444444444444444,104,247
5,19,5,IO-bound,Round Robin,3.1666666666666665,95,95
16,8,2,CPU-bound,FCFS,2.6666666666666665,16,128
10,9,7,IO-bound,Priority,1.125,63,90
15,11,8,CPU-bound,Round Robin,1.2222222222222223,88,165
2,13,10,CPU-bound,Round Robin,1.1818181818181819,130,26
1,12,6,CPU-bound,FCFS,1.7142857142857142,72,12
18,10,6,CPU-bound,FCFS,1.4285714285714286,60,180
5,6,7,IO-bound,Round Robin,0.75,42,30
17,19,1,CPU-bound,FCFS,9.5,19,323
20,1,5,IO-bound,SRTF,0.16666666666666666,5,20
5,15,4,CPU-bound,FCFS,3.0,60,75
0,14,6,IO-bound,Round Robin,2.0,84,0
11,16,2,CPU-bound,SJF,5.333333333333333,32,176
18,20,6,IO-bound,FCFS,2.857142857142857,120,360
12,9,9,IO-bound,Priority,0.9,81,108
15,5,4,IO-bound,SRTF,1.0,20,75
16,20,3,IO-bound,FCFS,5.0,60,320
3,6,10,IO-bound,Priority,0.5454545454545454,60,18
0,5,4,CPU-bound,SJF,1.0,20,0
11,11,7,IO-bound,Round Robin,1.375,77,121
20,9,5,IO-bound,FCFS,1.5,45,180
14,15,10,CPU-bound,Priority,1.3636363636363635,150,210
19,16,4,CPU-bound,FCFS,3.2,64,304
17,8,9,CPU-bound,Priority,0.8,72,136
7,14,4,CPU-bound,Round Robin,2.8,56,98
6,4,1,IO-bound,Round Robin,2.0,4,24
20,1,9,CPU-bound,Priority,0.1,9,20
13,2,10,IO-bound,Priority,0.18181818181818182,20,26
2,7,7,CPU-bound,FCFS,0.875,49,14
12,2,7,CPU-bound,SJF,0.25,14,24
18,20,9,CPU-bound,Priority,2.0,180,360
15,19,2,IO-bound,Round Robin,6.333333333333333,38,285
19,6,9,IO-bound,Priority,0.6,54,114
15,6,2,IO-bound,Round Robin,2.0,12,90
12,8,10,CPU-bound,Round Robin,0.7272727272727273,80,96
12,13,10,CPU-bound,Priority,1.1818181818181819,130,156
13,18,1,CPU-bound,FCFS,9.0,18,234
3,10,2,IO-bound,Round Robin,3.3333333333333335,20,30
2,19,4,IO-bound,Priority,3.8,76,38
20,17,8,CPU-bound,Priority,1.8888888888888888,136,340
10,18,3,CPU-bound,FCFS,4.5,54,180
9,18,5,CPU-bound,FCFS,3.0,90,162
18,19,6,IO-bound,Round Robin,2.7142857142857144,114,342
14,11,1,CPU-bound,FCFS,5.5,11,154
7,1,8,CPU-bound,Priority,0.1111111111111111,8,7
5,4,2,CPU-bound,SJF,1.3333333333333333,8,20
8,6,9,IO-bound,Priority,0.6,54,48
13,8,8,IO-bound,Priority,0.8888888888888888,64,104
3,5,7,IO-bound,SJF,0.625,35,15
15,19,3,CPU-bound,Round Robin,4.75,57,285
20,12,4,IO-bound,Round Robin,2.4,48,240
8,16,5,CPU-bound,FCFS,2.6666666666666665,80,128
13,14,5,CPU-bound,FCFS,2.3333333333333335,70,182
12,18,4,CPU-bound,FCFS,3.6,72,216
12,18,1,CPU-bound,FCFS,9.0,18,216
15,11,6,IO-bound,Priority,1.5714285714285714,66,165
2,20,10,CPU-bound,Priority,1.8181818181818181,200,40
5,14,5,IO-bound,Priority,2.3333333333333335,70,70
20,6,2,CPU-bound,Round Robin,2.0,12,120
6,16,6,IO-bound,Round Robin,2.2857142857142856,96,96
13,20,6,CPU-bound,FCFS,2.857142857142857,120,260
3,5,10,IO-bound,Priority,0.45454545454545453,50,15
2,2,4,IO-bound,SJF,0.4,8,4
3,18,7,CPU-bound,FCFS,2.25,126,54
14,12,7,CPU-bound,Round Robin,1.5,84,168
4,16,4,IO-bound,Round Robin,3.2,64,64
20,20,5,IO-bound,Round Robin,3.3333333333333335,100,400
15,10,6,IO-bound,Round Robin,1.4285714285714286,60,150
2,15,10,CPU-bound,Priority,1.3636363636363635,150,30
5,12,9,CPU-bound,Priority,1.2,108,60
18,9,6,IO-bound,Round Robin,1.2857142857142858,54,162
14,5,5,CPU-bound,SRTF,0.8333333333333334,25,70
19,17,2,IO-bound,Round Robin,5.666666666666667,34,323
18,2,4,IO-bound,Round Robin,0.4,8,36
1,8,2,IO-bound,Round Robin,2.6666666666666665,16,8
5,15,3,CPU-bound,FCFS,3.75,45,75
2,1,5,CPU-bound,SJF,0.16666666666666666,5,2
7,16,1,IO-bound,Round Robin,8.0,16,112
18,6,4,CPU-bound,FCFS,1.2,24,108
14,6,4,IO-bound,Round Robin,1.2,24,84
12,1,5,IO-bound,SRTF,0.16666666666666666,5,12
6,20,10,IO-bound,Round Robin,1.8181818181818181,200,120
6,16,10,IO-bound,Priority,1.4545454545454546,160,96
19,18,10,CPU-bound,Priority,1.6363636363636365,180,342
2,1,2,IO-bound,SJF,0.3333333333333333,2,2
7,5,5,IO-bound,FCFS,0.8333333333333334,25,35
10,18,7,IO-bound,Round Robin,2.25,126,180
13,16,10,IO-bound,Round Robin,1.4545454545454546,160,208
18,5,10,CPU-bound,Priority,0.45454545454545453,50,90
7,5,7,IO-bound,FCFS,0.625,35,35
0,15,8,CPU-bound,Priority,1.6666666666666667,120,0
11,3,9,IO-bound,Priority,0.3,27,33
13,15,6,IO-bound,Round Robin,2.142857142857143,90,195
1,7,5,IO-bound,Round Robin,1.1666666666666667,35,7
8,15,4,CPU-bound,Round Robin,3.0,60,120
7,16,6,IO-bound,FCFS,2.2857142857142856,96,112
14,1,2,CPU-bound,SRTF,0.3333333333333333,2,14
19,8,5,IO-bound,Round Robin,1.3333333333333333,40,152
20,19,5,CPU-bound,FCFS,3.1666666666666665,95,380
7,6,9,IO-bound,Round Robin,0.6,54,42
12,14,8,IO-bound,Priority,1.5555555555555556,112,168
2,12,6,CPU-bound,FCFS,1.7142857142857142,72,24
11,17,2,IO-bound,Round Robin,5.666666666666667,34,187
19,14,10,CPU-bound,Priority,1.2727272727272727,140,266
0,12,8,CPU-bound,Priority,1.3333333333333333,96,0
6,16,2,IO-bound,FCFS,5.333333333333333,32,96
1,8,5,CPU-bound,Round Robin,1.3333333333333333,40,8
4,18,4,IO-bound,FCFS,3.6,72,72
6,2,5,CPU-bound,SJF,0.3333333333333333,10,12
12,3,6,IO-bound,SJF,0.42857142857142855,18,36
12,17,8,IO-bound,Priority,1.8888888888888888,136,204
6,14,3,CPU-bound,SJF,3.5,42,84
1,4,7,IO-bound,FCFS,0.5,28,4
18,17,6,CPU-bound,FCFS,2.4285714285714284,102,306
18,12,6,CPU-bound,Round Robin,1.7142857142857142,72,216
4,17,5,IO-bound,Round Robin,2.8333333333333335,85,68
13,19,5,IO-bound,Round Robin,3.1666666666666665,95,247
0,5,2,IO-bound,FCFS,1.6666666666666667,10,0
9,10,4,CPU-bound,Round Robin,2.0,40,90
15,4,3,IO-bound,SRTF,1.0,12,60
1,13,6,CPU-bound,FCFS,1.8571428571428572,78,13
12,5,6,CPU-bound,SRTF,0.7142857142857143,30,60
12,3,5,CPU-bound,SRTF,0.5,15,36
11,13,5,CPU-bound,FCFS,2.1666666666666665,65,143
16,2,6,CPU-bound,SJF,0.2857142857142857,12,32
10,18,6,IO-bound,Priority,2.5714285714285716,108,180
16,8,6,CPU-bound,FCFS,1.1428571428571428,48,128
16,14,9,IO-bound,Round Robin,1.4,126,224
12,16,1,IO-bound,Round Robin,8.0,16,192
11,10,7,IO-bound,Round Robin,1.25,70,110
0,6,5,IO-bound,Round Robin,1.0,30,0
19,19,10,CPU-bound,Priority,1.7272727272727273,190,361
5,10,4,IO-bound,FCFS,2.0,40,50
1,3,6,IO-bound,SJF,0.42857142857142855,18,3
3,12,4,CPU-bound,FCFS,2.4,48,36
0,18,10,CPU-bound,Priority,1.6363636363636365,180,0
0,16,3,CPU-bound,Round Robin,4.0,48,0
14,19,10,IO-bound,SJF,1.7272727272727273,190,266
16,12,7,IO-bound,Round Robin,1.5,84,192
14,8,7,IO-bound,Round Robin,1.0,56,112
13,6,10,CPU-bound,Priority,0.5454545454545454,60,78
3,15,7,CPU-bound,Round Robin,1.875,105,45
20,14,1,IO-bound,Round Robin,7.0,14,280
15,12,9,IO-bound,Priority,1.2,108,180
18,13,9,IO-bound,Priority,1.3,117,234
15,7,1,IO-bound,Round Robin,3.5,7,105
20,12,10,CPU-bound,Priority,1.0909090909090908,120,240
11,20,7,CPU-bound,FCFS,2.5,140,220
8,7,1,IO-bound,Round Robin,3.5,7,56
10,10,4,IO-bound,Round Robin,2.0,40,100
5,5,3,IO-bound,SJF,1.25,15,25
4,9,9,CPU-bound,Priority,0.9,81,36
5,4,8,IO-bound,Priority,0.4444444444444444,32,20
20,19,4,CPU-bound,SJF,3.8,76,380
17,15,5,CPU-bound,FCFS,2.5,75,255
13,1,9,IO-bound,Priority,0.1,9,13
18,13,1,IO-bound,Round Robin,6.5,13,234
13,1,7,CPU-bound,SJF,0.125,7,13
20,13,10,IO-bound,Priority,1.1818181818181819,130,260
10,1,6,IO-bound,FCFS,0.14285714285714285,6,10
17,11,1,IO-bound,Round Robin,5.5,11,187
15,6,4,IO-bound,Priority,1.2,24,90
11,5,7,IO-bound,SRTF,0.625,35,55
7,8,7,IO-bound,Round Robin,1.0,56,56
15,4,5,CPU-bound,Round Robin,0.6666666666666666,20,60
8,2,7,CPU-bound,FCFS,0.25,14,16
9,8,7,IO-bound,Round Robin,1.0,56,72
20,19,2,CPU-bound,FCFS,6.333333333333333,38,380
16,14,9,IO-bound,SJF,1.4,126,224
18,1,9,CPU-bound,Priority,0.1,9,18
6,10,7,CPU-bound,FCFS,1.25,70,60
13,11,3,IO-bound,Priority,2.75,33,143
10,8,9,IO-bound,Priority,0.8,72,80
3,9,4,CPU-bound,FCFS,1.8,36,27
18,20,1,IO-bound,Round Robin,10.0,20,360
8,20,6,IO-bound,Round Robin,2.857142857142857,120,160
2,6,4,IO-bound,Round Robin,1.2,24,12
10,14,5,CPU-bound,SJF,2.3333333333333335,70,140
2,18,9,IO-bound,Round Robin,1.8,162,36
1,20,10,CPU-bound,SJF,1.8181818181818181,200,20
11,19,5,IO-bound,Round Robin,3.1666666666666665,95,209
11,2,9,CPU-bound,Round Robin,0.2,18,22
3,2,4,CPU-bound,SJF,0.4,8,6
8,8,3,CPU-bound,FCFS,2.0,24,64
8,13,2,CPU-bound,FCFS,4.333333333333333,26,104
17,16,1,CPU-bound,FCFS,8.0,16,272
13,10,8,CPU-bound,Round Robin,1.1111111111111112,80,130
15,8,7,IO-bound,Round Robin,1.0,56,120
7,10,10,CPU-bound,Round Robin,0.9090909090909091,100,70
4,14,2,IO-bound,FCFS,4.666666666666667,28,56
4,13,9,CPU-bound,Priority,1.3,117,52
12,13,8,IO-bound,SJF,1.4444444444444444,104,156
8,6,7,CPU-bound,Round Robin,0.75,42,48
7,15,3,IO-bound,Round Robin,3.75,45,105
8,20,6,IO-bound,Round Robin,2.857142857142857,120,160
5,10,7,CPU-bound,FCFS,1.25,70,50
12,16,7,IO-bound,Round Robin,2.0,112,192
2,4,8,CPU-bound,Priority,0.4444444444444444,32,8
1,6,7,CPU-bound,FCFS,0.75,42,6
4,1,4,CPU-bound,SJF,0.2,4,4
19,18,10,IO-bound,Round Robin,1.6363636363636365,180,342
2,17,1,CPU-bound,FCFS,8.5,17,34
19,11,10,CPU-bound,Priority,1.0,110,209
12,17,9,CPU-bound,Priority,1.7,153,204
17,15,9,CPU-bound,SJF,1.5,135,255
15,1,4,IO-bound,SRTF,0.2,4,15
5,10,10,IO-bound,Priority,0.9090909090909091,100,50
11,18,7,CPU-bound,Round Robin,2.25,126,198
13,1,5,IO-bound,SRTF,0.16666666666666666,5,13
19,7,2,IO-bound,FCFS,2.3333333333333335,14,133
10,9,4,CPU-bound,FCFS,1.8,36,90
4,12,6,CPU-bound,FCFS,1.7142857142857142,72,48
4,12,4,CPU-bound,Round Robin,2.4,48,48
3,6,9,CPU-bound,Round Robin,0.6,54,18
5,11,5,IO-bound,FCFS,1.8333333333333333,55,55
19,3,6,IO-bound,SRTF,0.42857142857142855,18,57
10,12,9,CPU-bound,Priority,1.2,108,120
11,10,9,CPU-bound,Priority,1.0,90,110
0,11,1,IO-bound,FCFS,5.5,11,0
11,3,5,IO-bound,SRTF,0.5,15,33
2,5,7,CPU-bound,SJF,0.625,35,10
9,9,3,CPU-bound,FCFS,2.25,27,81
12,2,10,IO-bound,Priority,0.18181818181818182,20,24
8,8,6,IO-bound,Round Robin,1.1428571428571428,48,64
11,5,3,CPU-bound,SRTF,1.25,15,55
20,19,4,IO-bound,FCFS,3.8,76,380
19,17,9,IO-bound,Priority,1.7,153,323
17,16,1,CPU-bound,Round Robin,8.0,16,272
10,19,1,IO-bound,FCFS,9.5,19,190
3,15,3,IO-bound,FCFS,3.75,45,45
3,15,6,CPU-bound,FCFS,2.142857142857143,90,45
7,18,2,IO-bound,FCFS,6.0,36,126
10,6,2,IO-bound,FCFS,2.0,12,60
0,5,10,IO-bound,Priority,0.45454545454545453,50,0
5,16,8,IO-bound,Priority,1.7777777777777777,128,80
4,15,5,CPU-bound,FCFS,2.5,75,60
19,19,10,CPU-bound,SJF,1.7272727272727273,190,361
19,1,10,IO-bound,Priority,0.09090909090909091,10,19
18,18,2,CPU-bound,FCFS,6.0,36,324
16,13,7,IO-bound,Round Robin,1.625,91,208
20,9,6,IO-bound,Round Robin,1.2857142857142858,54,180
11,5,8,IO-bound,Priority,0.5555555555555556,40,55
15,15,1,CPU-bound,FCFS,7.5,15,225
19,16,6,IO-bound,FCFS,2.2857142857142856,96,304
18,6,7,CPU-bound,Round Robin,0.75,42,108
2,13,9,CPU-bound,Round Robin,1.3,117,26
6,14,1,CPU-bound,FCFS,7.0,14,84
14,12,8,CPU-bound,SJF,1.3333333333333333,96,168
7,10,5,IO-bound,Round Robin,1.6666666666666667,50,70
5,13,5,CPU-bound,FCFS,2.1666666666666665,65,65
10,7,8,IO-bound,Priority,0.7777777777777778,56,70
12,13,1,CPU-bound,Round Robin,6.5,13,156
8,2,3,CPU-bound,FCFS,0.5,6,16
0,6,8,CPU-bound,Round Robin,0.6666666666666666,48,0
20,8,3,IO-bound,Round Robin,2.0,24,160
